timestamp,resolved_at,source,market,direction,outcome,amount,entry_price,result,won,pnl,winning_outcome,condition_id,token_id
2026-03-04T03:37:43.561943+00:00,2026-03-04T03:50:37.655804+00:00,momentum,"Ethereum Up or Down - March 3, 10:30PM-10:45PM ET",DOWN,Down,20.0,0.975,WIN,YES,0.5128205128205146,Down,0x4a5b5df9da3487b0ff6c7501d47275e9ae32ad905fa8202782ebacb5392e0f59,68290428738488544744803290081689230114195541836485466861200361740536061719554
2026-03-04T03:51:28.318121+00:00,2026-03-04T03:53:39.439841+00:00,momentum,"Ethereum Up or Down - March 3, 10:45PM-10:50PM ET",UP,Up,20.0,0.915,WIN,YES,1.857923497267759,Up,0x0244e5a9819c19d56f526716cf9ed07b7c864a8f0e87684f0c6f1f92b80400a2,60066380178373478025082223332775748964853423298348719958715307704551532899768
2026-03-04T03:50:57.546999+00:00,2026-03-04T04:08:32.301027+00:00,momentum,"Ethereum Up or Down - March 3, 10:45PM-11:00PM ET",UP,Up,20.0,0.785,WIN,YES,5.477707006369425,Up,0x4f704c5ddfcccc577c2228fe03c259520ba67b2dca2e42cad005eac8fd8cd77e,71667614668292168623829578718144398414981678329177081157157548176610136861633
2026-03-04T03:59:02.140033+00:00,2026-03-04T04:08:32.509310+00:00,momentum,"Ethereum Up or Down - March 3, 10:45PM-11:00PM ET",UP,Up,20.0,0.965,WIN,YES,0.7253886010362685,Up,0x4f704c5ddfcccc577c2228fe03c259520ba67b2dca2e42cad005eac8fd8cd77e,71667614668292168623829578718144398414981678329177081157157548176610136861633
2026-03-04T03:59:02.141391+00:00,2026-03-04T04:08:49.791908+00:00,momentum,"Solana Up or Down - March 3, 10:45PM-11:00PM ET",UP,Up,20.0,0.76,WIN,YES,6.315789473684209,Up,0xab32f7a0c3f3e0aee101780273c7ff28fcd0fb2619bc14fb40452ba6fcd97bd5,80423649165794583007381708414725122520097796027091828670965666043431637523035
2026-03-04T03:55:23.738139+00:00,2026-03-04T04:09:36.141777+00:00,momentum,"Bitcoin Up or Down - March 3, 10:45PM-11:00PM ET",UP,Up,20.0,0.745,WIN,YES,6.845637583892618,Up,0x7072e2265c512e36f7492a61a5fedb9f75f1bf0933f2d6433b2774f8cf0ddc6b,48840729929851060848358875113314377156505463862102707361923734532701917327843
2026-03-04T04:15:28.583481+00:00,2026-03-04T04:18:54.318493+00:00,momentum,"Bitcoin Up or Down - March 3, 11:10PM-11:15PM ET",UP,Up,20.0,0.905,WIN,YES,2.099447513812155,Up,0x1116e1d738619268713758b9503cf4241acd20490af47f3c037df26d96468730,68464168296637299401650921853171058850173897081135205466863456296018772157784
2026-03-04T04:09:19.388142+00:00,2026-03-04T04:19:13.386984+00:00,momentum,"XRP Up or Down - March 3, 11:00PM-11:15PM ET",DOWN,Down,20.0,0.795,WIN,YES,5.157232704402514,Down,0x1ffae96fe011452d56c6244140e0a82576d20a781de506af6a3c783b73211e1d,97332784848927643705984304197520383974274843509905077523694449040704778437521
2026-03-04T04:11:28.655054+00:00,2026-03-04T04:19:13.430807+00:00,momentum,"Ethereum Up or Down - March 3, 11:00PM-11:15PM ET",DOWN,Down,20.0,0.755,WIN,YES,6.490066225165563,Down,0x37c6b8e5504525fa4f5aed3f56716fe93e06cd761ba85c171a2cb30cd90e181c,36462864649234498138368621116772678601213182267090620175829057629131648037628
2026-03-04T04:14:55.487534+00:00,2026-03-04T04:19:13.481920+00:00,momentum,"Ethereum Up or Down - March 3, 11:10PM-11:15PM ET",UP,Up,20.0,0.945,WIN,YES,1.1640211640211646,Up,0x5aa51bc5d1d47db8678342789a0dda8735e11b71b5ee714c87dbc520246a974d,76081883867806280811811415664081977426827666786176010320673834975795376388800
2026-03-04T04:15:13.104918+00:00,2026-03-04T04:19:53.862536+00:00,momentum,"Bitcoin Up or Down - March 3, 11:00PM-11:15PM ET",UP,Up,20.0,0.965,WIN,YES,0.7253886010362685,Up,0x5370a3f06bbc6c172c1b496a40f8d40c45fbf9e71c9b1d8784d3cd1f715e1266,24099877491286954305863139126483768119034488763616375157683559617019674285098
2026-03-04T04:17:22.164158+00:00,2026-03-04T04:19:53.917971+00:00,momentum,"Bitcoin Up or Down - March 3, 11:00PM-11:15PM ET",UP,Up,20.0,0.986,WIN,YES,0.28397565922920975,Up,0x5370a3f06bbc6c172c1b496a40f8d40c45fbf9e71c9b1d8784d3cd1f715e1266,24099877491286954305863139126483768119034488763616375157683559617019674285098
2026-03-04T04:27:16.956577+00:00,2026-03-04T04:29:40.052531+00:00,momentum,"Ethereum Up or Down - March 3, 11:20PM-11:25PM ET",DOWN,Down,20.0,0.945,WIN,YES,1.1640211640211646,Down,0x7ad28d16387d0a1b8133a8fdd1798aac198b3b4f4598be39a5c3f96b81498138,83566010648120643847106406922338218391406658319936388927621450804410348693761
2026-03-04T04:23:39.872297+00:00,2026-03-04T04:29:59.424968+00:00,momentum,"XRP Up or Down - March 3, 11:20PM-11:25PM ET",DOWN,Down,20.0,0.88,WIN,YES,2.7272727272727266,Down,0xadaee7ba869120c84157a71a4dbe5e8dd5f26c841c8d7e95df06987803fe21f2,18739262648341370598625890108657908548658328434928546991855920244391115121120
2026-03-04T04:31:13.137615+00:00,2026-03-04T04:33:00.321940+00:00,momentum,"Ethereum Up or Down - March 3, 11:15PM-11:30PM ET",DOWN,Down,20.0,0.98,WIN,YES,0.408163265306122,Down,0x927408a27aab9eddf2a942aed9862492f425fc7cf83daf567f3d184c10e9644b,55441647993055841843624426416150616565070906253145070020825136988302153278127
2026-03-04T04:23:23.338276+00:00,2026-03-04T04:33:49.770315+00:00,momentum,"XRP Up or Down - March 3, 11:15PM-11:30PM ET",DOWN,Down,20.0,0.915,WIN,YES,1.857923497267759,Down,0x31f61aba4e6091b1cb9326f5a043fd03a81e41b476f06f5800a1795b3aa3c65c,69639738958765930675744416966544102777998350256177027741473005936675926031444
