timestamp,resolved_at,market,direction,outcome,amount,entry_price,result,won,pnl,winning_outcome,condition_id,token_id
2026-02-24T07:25:07.756271+00:00,2026-02-24T07:28:09.836076+00:00,"Ethereum Up or Down - February 24, 2:20AM-2:25AM E",DOWN,Down,2.0,0.17000000436459436,WIN,YES,9.764705580304897,Down,0xced024868574861c5024099fd7c2e08b5dfb4f570385d6431f7897240ef862d2,46829848967473534412529595807933065811151070580495981219684493389686542670147
2026-02-24T07:25:07.756867+00:00,2026-02-24T07:28:10.039615+00:00,"Bitcoin Up or Down - February 24, 2:20AM-2:25AM ET",UP,Up,2.0,0.6900000669163145,WIN,YES,0.8985504435357781,Up,0xe2c1e9e82c3eadffef94c2775d78098a32bb631fdb2e037938d8c1c2fe8dfd59,81883600168710264173372748747259767874635069051131065718769662710445285925209
2026-02-24T07:25:07.761111+00:00,2026-02-24T07:28:10.175543+00:00,"Solana Up or Down - February 24, 2:20AM-2:25AM ET",UP,Up,2.0,0.9514609807922638,WIN,YES,0.1,Up,0x37c39d302a5cce539d8390356f4fb1499d049ff694254484806dca306c6eee85,113447187518509490198333853120740709457532091141730536833024559109104745635169
2026-02-24T07:25:07.790654+00:00,2026-02-24T07:28:10.310738+00:00,"Bitcoin Up or Down - February 24, 2:20AM-2:25AM ET",UP,Up,2.0,0.7100000000000001,WIN,YES,0.816901408450704,Up,0xe2c1e9e82c3eadffef94c2775d78098a32bb631fdb2e037938d8c1c2fe8dfd59,81883600168710264173372748747259767874635069051131065718769662710445285925209
2026-02-24T07:25:17.922268+00:00,2026-02-24T07:28:10.504009+00:00,"Bitcoin Up or Down - February 24, 2:20AM-2:25AM ET",UP,Up,2.0,0.89,WIN,YES,0.24719101123595522,Up,0xe2c1e9e82c3eadffef94c2775d78098a32bb631fdb2e037938d8c1c2fe8dfd59,81883600168710264173372748747259767874635069051131065718769662710445285925209
2026-02-24T07:25:17.922916+00:00,2026-02-24T07:28:10.611867+00:00,"Ethereum Up or Down - February 24, 2:20AM-2:25AM E",UP,Up,2.0,0.8823673269748106,WIN,YES,0.2666297117516625,Up,0xced024868574861c5024099fd7c2e08b5dfb4f570385d6431f7897240ef862d2,40136308934918643551034184910109245750313292863310918729798055867384761163863
2026-02-24T07:25:17.923707+00:00,2026-02-24T07:28:10.729274+00:00,"Bitcoin Up or Down - February 24, 2:20AM-2:25AM ET",DOWN,Down,2.0,0.27000000634231236,WIN,YES,5.407407233407072,Down,0xe2c1e9e82c3eadffef94c2775d78098a32bb631fdb2e037938d8c1c2fe8dfd59,100141465889565186061759172879547701848601483411607684105558856905209911016877
2026-02-24T07:25:17.924705+00:00,2026-02-24T07:28:10.885592+00:00,"Solana Up or Down - February 24, 2:20AM-2:25AM ET",UP,Up,2.0,0.98015419076918,WIN,YES,0.1,Up,0x37c39d302a5cce539d8390356f4fb1499d049ff694254484806dca306c6eee85,113447187518509490198333853120740709457532091141730536833024559109104745635169
2026-02-24T07:25:58.525728+00:00,2026-02-24T07:32:34.614049+00:00,"XRP Up or Down - February 24, 2:15AM-2:30AM ET",UP,Up,2.0,0.039999999999999994,WIN,YES,48.00000000000001,Up,0x4cbf4864334f4456303af9702ba3d0266731fecd951237cc4b2f52b028c54929,45503337410337237280802171740007381594573562108269265870353160739023458637276
2026-02-24T07:26:12.625398+00:00,2026-02-24T07:32:35.499291+00:00,"Solana Up or Down - February 24, 2:25AM-2:30AM ET",DOWN,Down,2.0,0.7300013725044607,WIN,YES,0.7397208763299674,Down,0xace53f0f219ca1a141a912bd8d3118817228fa91772dfc9a2e3241d5502ed377,81720319666923337701295753520057364859974769069134860272788080927459180033397
