timestamp,market,slug,outcome,outcome_index,amount,price,won,pnl,winning_outcome,winning_index,condition_id,token_id
2026-02-24T01:56:45.777341+00:00,"Ethereum Up or Down - February 23, 8PM ET",ethereum-up-or-down-february-23-8pm-et,Down,1,2.0,0.9989999999999999,NO,-2.0,,,0x59816142b3097d5e7d908df5ad2702d815d5d6f13d1570e73c4f3712f8130e00,31395938403478362852343700116401893271505081942337458320114532658153895509405
2026-02-24T01:57:16.172032+00:00,"Ethereum Up or Down - February 23, 8PM ET",ethereum-up-or-down-february-23-8pm-et,Down,1,2.0,0.9990000000000001,NO,-2.0,,,0x59816142b3097d5e7d908df5ad2702d815d5d6f13d1570e73c4f3712f8130e00,31395938403478362852343700116401893271505081942337458320114532658153895509405
2026-02-24T01:59:25.447538+00:00,"Ethereum Up or Down - February 23, 8PM ET",ethereum-up-or-down-february-23-8pm-et,Down,1,2.0,0.9990000000000001,NO,-2.0,,,0x59816142b3097d5e7d908df5ad2702d815d5d6f13d1570e73c4f3712f8130e00,31395938403478362852343700116401893271505081942337458320114532658153895509405
2026-02-24T01:56:15.217947+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.2522167305307195,YES,5.929688073394495,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
2026-02-24T01:56:25.542398+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.22999999999999998,YES,6.695652173913045,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
2026-02-24T01:56:25.542752+00:00,"Bitcoin Up or Down - February 23, 8:45PM-9:00PM ET",btc-updown-15m-1771897500,Up,0,2.0,0.08000002090916172,YES,22.999993465888668,Up,,0x029a0e2e115ec30e309e77cf65b24468a762a552c37980d2980287a197986e81,56373771938356286426729057767389183566704825620039519302925699925060972743329
2026-02-24T01:56:25.543435+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.23,YES,6.695652173913043,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
2026-02-24T01:56:25.543656+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.23,YES,6.695652173913043,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
2026-02-24T01:56:25.543872+00:00,"Bitcoin Up or Down - February 23, 8:45PM-9:00PM ET",btc-updown-15m-1771897500,Up,0,2.0,0.08,YES,23.0,Up,,0x029a0e2e115ec30e309e77cf65b24468a762a552c37980d2980287a197986e81,56373771938356286426729057767389183566704825620039519302925699925060972743329
2026-02-24T01:56:45.774980+00:00,"Ethereum Up or Down - February 23, 8:45PM-9:00PM E",eth-updown-15m-1771897500,Up,0,2.0,0.15061123057742673,YES,11.279222222222222,Up,,0x30b2f7e2776c8fe2e573f7994b18e2960d5ff891cd3d5990d6e1e0b99105457a,72612277642424622579525175032004863812791473986016078307198841363270809946979
2026-02-24T01:56:45.776048+00:00,"Bitcoin Up or Down - February 23, 8:45PM-9:00PM ET",btc-updown-15m-1771897500,Up,0,2.0,0.08010489927285731,YES,22.967261904761905,Up,,0x029a0e2e115ec30e309e77cf65b24468a762a552c37980d2980287a197986e81,56373771938356286426729057767389183566704825620039519302925699925060972743329
2026-02-24T01:56:45.776573+00:00,"Ethereum Up or Down - February 23, 8:45PM-9:00PM E",eth-updown-15m-1771897500,Up,0,2.0,0.13,YES,13.384615384615383,Up,,0x30b2f7e2776c8fe2e573f7994b18e2960d5ff891cd3d5990d6e1e0b99105457a,72612277642424622579525175032004863812791473986016078307198841363270809946979
2026-02-24T01:56:45.776902+00:00,"Bitcoin Up or Down - February 23, 8:45PM-9:00PM ET",btc-updown-15m-1771897500,Up,0,2.0,0.08010841338611588,YES,22.966166666666666,Up,,0x029a0e2e115ec30e309e77cf65b24468a762a552c37980d2980287a197986e81,56373771938356286426729057767389183566704825620039519302925699925060972743329
2026-02-24T01:56:55.893368+00:00,"Bitcoin Up or Down - February 23, 8:45PM-9:00PM ET",btc-updown-15m-1771897500,Up,0,2.0,0.12873584741625482,YES,13.535688311688311,Up,,0x029a0e2e115ec30e309e77cf65b24468a762a552c37980d2980287a197986e81,56373771938356286426729057767389183566704825620039519302925699925060972743329
2026-02-24T01:56:55.894248+00:00,"Bitcoin Up or Down - February 23, 8:45PM-9:00PM ET",btc-updown-15m-1771897500,Up,0,2.0,0.1102641745849431,YES,16.138257575757574,Up,,0x029a0e2e115ec30e309e77cf65b24468a762a552c37980d2980287a197986e81,56373771938356286426729057767389183566704825620039519302925699925060972743329
2026-02-24T01:56:55.894578+00:00,"Ethereum Up or Down - February 23, 8:45PM-9:00PM E",eth-updown-15m-1771897500,Up,0,2.0,0.1708501503481323,YES,9.706164705882353,Up,,0x30b2f7e2776c8fe2e573f7994b18e2960d5ff891cd3d5990d6e1e0b99105457a,72612277642424622579525175032004863812791473986016078307198841363270809946979
2026-02-24T01:56:55.894870+00:00,"Bitcoin Up or Down - February 23, 8:45PM-9:00PM ET",btc-updown-15m-1771897500,Up,0,2.0,0.10020284300913193,YES,17.959513522163547,Up,,0x029a0e2e115ec30e309e77cf65b24468a762a552c37980d2980287a197986e81,56373771938356286426729057767389183566704825620039519302925699925060972743329
2026-02-24T01:57:06.022933+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.25,YES,6.0,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
2026-02-24T01:57:06.024697+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.35,YES,3.7142857142857144,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
2026-02-24T01:57:06.025020+00:00,"Ethereum Up or Down - February 23, 8:45PM-9:00PM E",eth-updown-15m-1771897500,Up,0,2.0,0.18,YES,9.11111111111111,Up,,0x30b2f7e2776c8fe2e573f7994b18e2960d5ff891cd3d5990d6e1e0b99105457a,72612277642424622579525175032004863812791473986016078307198841363270809946979
2026-02-24T01:57:16.172939+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.24201252520963804,YES,6.264035087719298,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
2026-02-24T01:57:16.173704+00:00,"Bitcoin Up or Down - February 23, 8:55PM-9:00PM ET",btc-updown-5m-1771898100,Up,0,2.0,0.26,YES,5.692307692307692,Up,,0x6a1567dc628e29f855037b5b9f074f3fd635023fed1ed29863aa28a7563c4bd1,64078056385783613297725512343284086938708666326115414254846223656302650061754
