timestamp,closed_at,source,market,direction,outcome,amount,entry_price,sell_price,result,won,pnl,winning_outcome,condition_id,token_id
2026-03-31T04:38:26.162870+00:00,2026-03-31T04:40:31.300412+00:00,momentum,"Ethereum Up or Down - March 31, 12:35AM-12:40AM ET",UP,Up,5.0,0.77,,WIN,YES,1.4935064935064934,Up,0x1d8d5439773314dd26bc9fe860ba7894f56fa730c1e1f157510ec750730822d5,115325829532283217019716494532038632247126986885659726063606351152487508416306
2026-03-31T04:38:28.225810+00:00,2026-03-31T04:40:31.431868+00:00,momentum,"Ethereum Up or Down - March 31, 12:35AM-12:40AM ET",UP,Up,5.0,0.79,,WIN,YES,1.3291139240506329,Up,0x1d8d5439773314dd26bc9fe860ba7894f56fa730c1e1f157510ec750730822d5,115325829532283217019716494532038632247126986885659726063606351152487508416306
2026-03-31T04:38:30.722770+00:00,2026-03-31T04:40:37.345800+00:00,momentum,"Solana Up or Down - March 31, 12:35AM-12:40AM ET",DOWN,Down,5.0,0.65,,WIN,YES,2.6923076923076916,Down,0x242ebfa0bfe0b8a3100f4f346ff0b42b34dec2256f5e2d13bd01f0bbf10cd6bc,63613909027649452542147099372313814234185063216965182260324559401043534000745
2026-03-31T04:38:34.751812+00:00,2026-03-31T04:40:37.771167+00:00,momentum,"Solana Up or Down - March 31, 12:35AM-12:40AM ET",DOWN,Down,5.0,0.66,,WIN,YES,2.5757575757575752,Down,0x242ebfa0bfe0b8a3100f4f346ff0b42b34dec2256f5e2d13bd01f0bbf10cd6bc,63613909027649452542147099372313814234185063216965182260324559401043534000745
2026-03-31T04:38:44.107102+00:00,2026-03-31T04:40:37.918495+00:00,momentum,"Bitcoin Up or Down - March 31, 12:35AM-12:40AM ET",DOWN,Down,5.0,0.69,,LOSS,NO,-5.0,,0xdbc8b573146c62142b7aa3c3306362e2f55c3ea49f672fd1b256beb015c91a94,22443313912831885565087887770613543510846686478475292398388243233676595323330
2026-03-31T04:38:46.748528+00:00,2026-03-31T04:40:37.919109+00:00,momentum,"Bitcoin Up or Down - March 31, 12:35AM-12:40AM ET",DOWN,Down,5.0,0.74,,LOSS,NO,-5.0,,0xdbc8b573146c62142b7aa3c3306362e2f55c3ea49f672fd1b256beb015c91a94,22443313912831885565087887770613543510846686478475292398388243233676595323330
2026-03-31T04:39:05.264522+00:00,2026-03-31T04:40:41.345635+00:00,momentum,"XRP Up or Down - March 31, 12:35AM-12:40AM ET",UP,Up,5.0,0.81,,WIN,YES,1.1728395061728394,Up,0x1549ae238420b78822521d0b5baf000ecf71301a3f805e1a6beb7b292fdd4d84,84166057084427461285012696477219007448925349232397833641424233226113057495557
2026-03-31T04:39:07.924300+00:00,2026-03-31T04:40:41.488133+00:00,momentum,"XRP Up or Down - March 31, 12:35AM-12:40AM ET",UP,Up,5.0,0.84,,WIN,YES,0.9523809523809526,Up,0x1549ae238420b78822521d0b5baf000ecf71301a3f805e1a6beb7b292fdd4d84,84166057084427461285012696477219007448925349232397833641424233226113057495557
2026-03-31T04:38:33.094058+00:00,2026-03-31T04:45:34.029688+00:00,momentum,"Solana Up or Down - March 31, 12:30AM-12:45AM ET",UP,Up,5.0,0.69,,WIN,YES,2.246376811594203,Up,0xcf4f56dc6ffdc00e9a3ffa3bc6c083b85fcaee2c426d3c5f56ccb1f42c27e836,103569494412523885868441774470691026808894174293536209219855920992383549479319
2026-03-31T04:38:33.424535+00:00,2026-03-31T04:45:34.508866+00:00,momentum,"XRP Up or Down - March 31, 12:30AM-12:45AM ET",UP,Up,5.0,0.88,,WIN,YES,0.6818181818181817,Up,0x0e312e1458666b08c9b0e524c1ae8b3ef76fa1faeef06c6105136503b920a859,73840153073784227743168361285739730378104405633545920105196982255633716561537
2026-03-31T04:39:44.146198+00:00,2026-03-31T04:45:35.034641+00:00,momentum,"Ethereum Up or Down - March 31, 12:30AM-12:45AM ET",UP,Up,5.0,0.65,,WIN,YES,2.6923076923076916,Up,0x8f2c491460a0ecfd0726f96dfdad701e1eb383f76a11e97b3a1a19775fa05b59,69813016318243220269963269509616420916971992085344455968883063347382674393673
2026-03-31T04:40:57.632733+00:00,2026-03-31T04:45:35.401046+00:00,momentum,"Bitcoin Up or Down - March 31, 12:30AM-12:45AM ET",DOWN,Down,5.0,0.68,,WIN,YES,2.352941176470588,Down,0xb4c0fa0d1007935a8bdbe7d0d24463290d8b0a5055f27a2df6dd90a6f7826a2c,55008590795794227725799814957485706359680731370761601795528413381938601869420
2026-03-31T04:42:03.864362+00:00,2026-03-31T04:45:35.735528+00:00,momentum,"XRP Up or Down - March 31, 12:40AM-12:45AM ET",UP,Up,5.0,0.77,,WIN,YES,1.4935064935064934,Up,0x2c263d1cb04c4fd485f0818401ee4cdfa172b6abf280e3d0328ea5a605d94d51,75345880530278158524533969712269151314364745637184743189246767127980402197016
2026-03-31T04:42:24.623238+00:00,2026-03-31T04:45:35.735990+00:00,momentum,"XRP Up or Down - March 31, 12:40AM-12:45AM ET",UP,Up,5.0,0.86,,WIN,YES,0.8139534883720927,Up,0x2c263d1cb04c4fd485f0818401ee4cdfa172b6abf280e3d0328ea5a605d94d51,75345880530278158524533969712269151314364745637184743189246767127980402197016
2026-03-31T04:42:34.196062+00:00,2026-03-31T04:45:36.059454+00:00,momentum,"Solana Up or Down - March 31, 12:40AM-12:45AM ET",DOWN,Down,5.0,0.68,,WIN,YES,2.352941176470588,Down,0x30a07d22ea4d83232a51742350d57ab7d1b299eaf9856f1dc3ea8a7509eb6d16,25618626003284448972080548589026472990927913516849990540023812629959417477767
2026-03-31T04:42:40.000140+00:00,2026-03-31T04:45:36.359544+00:00,momentum,"Bitcoin Up or Down - March 31, 12:40AM-12:45AM ET",DOWN,Down,5.0,0.66,,WIN,YES,2.5757575757575752,Down,0x4eda3fbadd0ce69fcca832f191742f33305faabf550c3186dd0bb0cd386212d1,102263394408807530748881451775627879285582640538415901268118467532435311277524
2026-03-31T04:42:40.716460+00:00,2026-03-31T04:45:36.359695+00:00,momentum,"Solana Up or Down - March 31, 12:40AM-12:45AM ET",DOWN,Down,5.0,0.77,,WIN,YES,1.4935064935064934,Down,0x30a07d22ea4d83232a51742350d57ab7d1b299eaf9856f1dc3ea8a7509eb6d16,25618626003284448972080548589026472990927913516849990540023812629959417477767
2026-03-31T04:42:42.034985+00:00,2026-03-31T04:45:36.500217+00:00,momentum,"Ethereum Up or Down - March 31, 12:40AM-12:45AM ET",DOWN,Down,5.0,0.71,,LOSS,NO,-5.0,,0x799743e2d96ddb09208a64e6db177acfd32f123f1ef53b6c4173a4961a21125c,96526536966816160873945454186554383941270059360724931508832487083692268856599
2026-03-31T04:42:46.873724+00:00,2026-03-31T04:45:36.511294+00:00,momentum,"Solana Up or Down - March 31, 12:30AM-12:45AM ET",UP,Up,5.0,0.75,,WIN,YES,1.666666666666667,Up,0xcf4f56dc6ffdc00e9a3ffa3bc6c083b85fcaee2c426d3c5f56ccb1f42c27e836,103569494412523885868441774470691026808894174293536209219855920992383549479319
2026-03-31T04:43:44.919246+00:00,2026-03-31T04:45:36.512558+00:00,momentum,"Ethereum Up or Down - March 31, 12:30AM-12:45AM ET",UP,Up,5.0,0.94,,WIN,YES,0.31914893617021267,Up,0x8f2c491460a0ecfd0726f96dfdad701e1eb383f76a11e97b3a1a19775fa05b59,69813016318243220269963269509616420916971992085344455968883063347382674393673
2026-03-31T04:47:01.541319+00:00,2026-03-31T04:50:36.439338+00:00,momentum,"XRP Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.65,,WIN,YES,2.6923076923076916,Up,0x82255c8c09bae8a33555d0df12562c478340a89acee3b128c17c0e453788760d,87311201959687793120357731550028676353051835219312371611193342680221320665845
2026-03-31T04:47:05.877428+00:00,2026-03-31T04:50:36.796527+00:00,momentum,"Bitcoin Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.85,,WIN,YES,0.882352941176471,Up,0x16ec6b6aa02a733b8e0da97237b6e05b37dada3f1c083919110e49b019b621eb,14686273451394662184774177538745854930384233635305254118469204848129918984426
2026-03-31T04:47:06.604247+00:00,2026-03-31T04:50:37.139063+00:00,momentum,"Ethereum Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.83,,WIN,YES,1.024096385542169,Up,0x80b2c70fa403f376464b41d0309bbacecf22e52eab28551b668592151131537b,29364679952524541946954341880013476177181673531973049303630195666047388871712
2026-03-31T04:47:07.465410+00:00,2026-03-31T04:50:37.139264+00:00,momentum,"XRP Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.71,,WIN,YES,2.042253521126761,Up,0x82255c8c09bae8a33555d0df12562c478340a89acee3b128c17c0e453788760d,87311201959687793120357731550028676353051835219312371611193342680221320665845
2026-03-31T04:47:09.162036+00:00,2026-03-31T04:50:37.139336+00:00,momentum,"Bitcoin Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.86,,WIN,YES,0.8139534883720927,Up,0x16ec6b6aa02a733b8e0da97237b6e05b37dada3f1c083919110e49b019b621eb,14686273451394662184774177538745854930384233635305254118469204848129918984426
2026-03-31T04:47:09.546676+00:00,2026-03-31T04:50:37.139473+00:00,momentum,"Ethereum Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.84,,WIN,YES,0.9523809523809526,Up,0x80b2c70fa403f376464b41d0309bbacecf22e52eab28551b668592151131537b,29364679952524541946954341880013476177181673531973049303630195666047388871712
2026-03-31T04:47:16.775041+00:00,2026-03-31T04:50:37.506097+00:00,momentum,"Solana Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.75,,WIN,YES,1.666666666666667,Up,0x668b16ddafcda3cf31b9442fbfcad7b3f4e217c6a32f404f2aae6406dd828cd5,58208453370404442044909073224310851506439290653365483313040638943246025470470
2026-03-31T04:47:34.054265+00:00,2026-03-31T04:50:37.506997+00:00,momentum,"Solana Up or Down - March 31, 12:45AM-12:50AM ET",UP,Up,5.0,0.82,,WIN,YES,1.0975609756097562,Up,0x668b16ddafcda3cf31b9442fbfcad7b3f4e217c6a32f404f2aae6406dd828cd5,58208453370404442044909073224310851506439290653365483313040638943246025470470
2026-03-31T04:52:03.458760+00:00,2026-03-31T04:55:43.258195+00:00,momentum,"Solana Up or Down - March 31, 12:50AM-12:55AM ET",UP,Up,5.0,0.94,,WIN,YES,0.31914893617021267,Up,0x8890a587e6dbab2cbcc9328dc51f6c5058b8b99b4e087e70cb4f571deb6118ab,109912502094344476835277388048086147187618625277181114059323849912949767809473
2026-03-31T04:52:07.785423+00:00,2026-03-31T04:55:49.287145+00:00,momentum,"XRP Up or Down - March 31, 12:50AM-12:55AM ET",UP,Up,5.0,0.93,,WIN,YES,0.37634408602150504,Up,0x31945e14b0fe5f1928b554337dabd138f76772d295f32fd02a8a623a30d2f4e6,58182712682899175894086777643141538905975216550167043039457360098048007435667
2026-03-31T04:54:24.154732+00:00,2026-03-31T04:55:49.404332+00:00,momentum,"XRP Up or Down - March 31, 12:50AM-12:55AM ET",UP,Up,5.0,0.94,,WIN,YES,0.31914893617021267,Up,0x31945e14b0fe5f1928b554337dabd138f76772d295f32fd02a8a623a30d2f4e6,58182712682899175894086777643141538905975216550167043039457360098048007435667
2026-03-31T04:54:48.616908+00:00,2026-03-31T04:55:49.525353+00:00,momentum,"Solana Up or Down - March 31, 12:50AM-12:55AM ET",UP,Up,5.0,0.98,,WIN,YES,0.1020408163265305,Up,0x8890a587e6dbab2cbcc9328dc51f6c5058b8b99b4e087e70cb4f571deb6118ab,109912502094344476835277388048086147187618625277181114059323849912949767809473
2026-03-31T04:50:00.425645+00:00,2026-03-31T05:00:41.443162+00:00,momentum,"Bitcoin Up or Down - March 31, 12:45AM-1:00AM ET",UP,Up,5.0,0.74,,LOSS,NO,-5.0,,0xe03b2c5a3a5d777c516e9289295e21fea8aa434cdeaf05438a0f72e57e49ec45,95017804606541670187059615587211270302647765065451962404694944920868786512575
2026-03-31T04:50:00.968094+00:00,2026-03-31T05:00:41.800322+00:00,momentum,"Ethereum Up or Down - March 31, 12:45AM-1:00AM ET",UP,Up,5.0,0.75,,LOSS,NO,-5.0,,0xf9d1d5424d6b96dcb655cc92193f4ee5fbbd97a3596e0efa103106b28dda5270,88840200952164386868968431237499421616955706372055175253317592372453329728231
2026-03-31T04:50:07.721116+00:00,2026-03-31T05:00:42.131981+00:00,momentum,"XRP Up or Down - March 31, 12:45AM-1:00AM ET",UP,Up,5.0,0.65,,LOSS,NO,-5.0,,0x0237773940c9732e1aa7283ebc9b726e677d1bad4a9bedae8da5b3a7ee48cc08,37602218419099097031086948181838735940016301461442971020660937805115944159445
2026-03-31T04:50:11.217614+00:00,2026-03-31T05:00:42.549616+00:00,momentum,"Solana Up or Down - March 31, 12:45AM-1:00AM ET",UP,Up,5.0,0.66,,LOSS,NO,-5.0,,0xe605e29b5af837083a5cd8e7491f844244fd60afe82b96c7ab60896b0c36e3a5,14284174361224412956575422721426866790064172797802215028587505368779694373123
2026-03-31T04:52:00.524335+00:00,2026-03-31T05:00:42.644919+00:00,momentum,"Ethereum Up or Down - March 31, 12:50AM-12:55AM ET",UP,Up,5.0,0.9,,LOSS,NO,-5.0,Down,0x865f5df442913449cfbcd3af7071f017f398c55da9bc45eb9473b5e4d5ffa166,54380858087084477893833062288884493899986614117862866523641532429961877221596
2026-03-31T04:52:02.739805+00:00,2026-03-31T05:00:42.740062+00:00,momentum,"Bitcoin Up or Down - March 31, 12:50AM-12:55AM ET",UP,Up,5.0,0.69,,LOSS,NO,-5.0,Down,0x9acea5c7a987169e9045885655911e88afa6ebe7a224fa69e7e6b785ba09a6d8,29830469294338968936735479670715748025354635285682980023474803076107583044785
2026-03-31T04:52:03.131495+00:00,2026-03-31T05:00:42.744021+00:00,momentum,"Ethereum Up or Down - March 31, 12:50AM-12:55AM ET",UP,Up,5.0,0.91,,LOSS,NO,-5.0,Down,0x865f5df442913449cfbcd3af7071f017f398c55da9bc45eb9473b5e4d5ffa166,54380858087084477893833062288884493899986614117862866523641532429961877221596
2026-03-31T04:54:09.004250+00:00,2026-03-31T05:00:42.744183+00:00,momentum,"XRP Up or Down - March 31, 12:45AM-1:00AM ET",UP,Up,5.0,0.73,,LOSS,NO,-5.0,,0x0237773940c9732e1aa7283ebc9b726e677d1bad4a9bedae8da5b3a7ee48cc08,37602218419099097031086948181838735940016301461442971020660937805115944159445
2026-03-31T04:54:12.022159+00:00,2026-03-31T05:00:42.744267+00:00,momentum,"Solana Up or Down - March 31, 12:45AM-1:00AM ET",UP,Up,5.0,0.69,,LOSS,NO,-5.0,,0xe605e29b5af837083a5cd8e7491f844244fd60afe82b96c7ab60896b0c36e3a5,14284174361224412956575422721426866790064172797802215028587505368779694373123
2026-03-31T04:54:13.353396+00:00,2026-03-31T05:00:42.744336+00:00,momentum,"Ethereum Up or Down - March 31, 12:45AM-1:00AM ET",UP,Up,5.0,0.82,,LOSS,NO,-5.0,,0xf9d1d5424d6b96dcb655cc92193f4ee5fbbd97a3596e0efa103106b28dda5270,88840200952164386868968431237499421616955706372055175253317592372453329728231
2026-03-31T04:57:01.077873+00:00,2026-03-31T05:00:47.337813+00:00,momentum,"Bitcoin Up or Down - March 31, 12:55AM-1:00AM ET",DOWN,Down,5.0,0.82,,WIN,YES,1.0975609756097562,Down,0x1de395936244e60f60bf31b55268c88405a1046138b87a0170dde6e0c5ac4a31,32942947588014143288248613988493665826144310528138958582422440875557090090498
