ts,close,next_close,close_position,body_signed,volume_z,range_z,streak,p_up,side,regime,confidence,stake,actual,result,pnl,equity
1772739000,71012.0,70910.88,0.366342,-0.382262,-1.7601,-1.042,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,304.0
1772739900,70910.88,71088.39,0.196684,-0.359781,-1.5389,-0.7864,-3,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,305.0
1772740800,71088.39,71175.69,0.92593,0.651222,-0.1065,-0.7401,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,305.0
1772741700,71175.69,71151.41,0.416661,0.312522,-1.3697,-0.7362,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,305.0
1772742600,71151.41,71233.32,0.177369,-0.08543,-1.4802,-0.6277,-1,0.5,SKIP,neutral,0.5,0.0,UP,,0.0,305.0
1772743500,71233.32,71314.97,0.624587,0.250428,-0.7369,-0.2944,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,305.0
1772744400,71314.97,71528.21,0.664043,0.584132,-1.5638,-1.4284,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,305.0
1772745300,71528.21,71204.48,0.947025,0.908796,-1.3018,-0.8162,3,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,305.0
1772746200,71204.48,71141.64,0.20897,-0.689741,-0.5793,1.1992,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,304.0
1772747100,71141.64,71176.64,0.378503,-0.199239,-0.8336,0.0039,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,305.0
1772748000,71176.64,71155.32,0.487941,0.21479,-1.6406,-1.7061,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,305.0
1772748900,71155.32,71278.95,0.381177,-0.096746,-1.4371,-0.9758,-1,0.5,SKIP,neutral,0.5,0.0,UP,,0.0,305.0
1772749800,71278.95,71213.53,0.627616,0.57497,-1.8155,-0.9571,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,305.0
1772750700,71213.53,71209.16,0.021377,-0.48057,-1.5911,-1.8159,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,304.0
1772751600,71209.16,71214.68,0.2842,-0.039934,-1.0237,-1.8945,-2,0.5,SKIP,neutral,0.5,0.0,UP,,0.0,304.0
1772752500,71214.68,70921.28,0.401755,0.036154,-1.1372,-1.2209,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,304.0
1772753400,70921.28,70887.6,0.194756,-0.770099,-0.4718,1.2468,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,303.0
1772754300,70887.6,71021.02,0.664489,-0.213651,-0.4082,-1.0639,-2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,303.0
1772755200,71021.02,70918.09,0.826958,0.603274,-0.2869,-0.3909,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,303.0
1772756100,70918.09,70902.45,0.277008,-0.594627,-0.1065,-0.8209,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,302.0
1772757000,70902.45,70987.42,0.265248,-0.110538,-1.6273,-1.0998,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,303.0
1772757900,70987.42,70804.02,0.904196,0.363415,-1.4936,0.001,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,303.0
1772758800,70804.02,70459.83,0.153704,-0.704382,0.4101,0.3217,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,302.0
1772759700,70459.83,71168.01,0.187261,-0.629796,2.0919,3.5108,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,303.0
1772760600,71168.01,71258.0,0.997391,0.993323,2.1105,4.1475,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,303.0
1772761500,71258.0,71329.93,0.779262,0.369842,0.234,-0.1458,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,303.0
1772762400,71329.93,71338.09,0.705688,0.317152,-0.356,-0.2276,3,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,303.0
1772763300,71338.09,71350.29,0.770122,0.020771,0.3149,0.8506,4,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,303.0
1772764200,71350.29,71248.45,0.956289,0.05492,-1.1654,-0.3391,5,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,303.0
1772765100,71248.45,71066.88,0.362703,-0.507804,-0.654,-0.4178,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,302.0
1772766000,71066.88,71179.69,0.168321,-0.632494,-0.4221,0.2172,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,303.0
1772766900,71179.69,71091.31,0.680642,0.40425,-1.2117,0.1205,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,303.0
1772767800,71091.31,71082.01,0.158382,-0.53447,-1.1986,-0.6915,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,302.0
1772768700,71082.01,70915.93,0.507925,-0.067308,-1.3657,-0.8561,-2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,302.0
1772769600,70915.93,70869.59,0.072236,-0.753573,-0.9691,-0.2893,-3,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,301.0
1772770500,70869.59,70523.84,0.07757,-0.374828,-0.1549,-1.0235,-4,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,300.0
1772771400,70523.84,70614.06,0.348307,-0.503436,3.6766,2.9565,-5,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,301.0
1772772300,70614.06,70541.58,0.870822,0.636159,-0.1245,-0.8332,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,301.0
1772773200,70541.58,70401.64,0.551622,-0.273005,-0.0128,-0.0913,-1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,301.0
1772774100,70401.64,70203.76,0.222374,-0.425531,-0.3421,0.2726,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,300.0
1772775000,70203.76,70431.19,0.199488,-0.538977,1.3919,0.4587,-3,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,301.0
1772775900,70431.19,70304.12,0.792868,0.606593,0.2056,0.4455,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,301.0
1772776800,70304.12,70418.5,0.246561,-0.669741,-1.1054,-0.7316,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,302.0
1772777700,70418.5,70666.39,0.542085,0.542085,-1.0362,-0.5735,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,302.0
1772778600,70666.39,70597.02,0.970872,0.82238,-0.8825,0.08,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,302.0
1772779500,70597.02,70557.41,0.075865,-0.256593,-0.3475,0.0165,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,301.0
1772780400,70557.41,70859.26,0.254918,-0.115954,0.2914,0.5856,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,302.0
1772781300,70859.26,71076.24,0.919704,0.886516,-0.6528,0.5275,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,302.0
1772782200,71076.24,71069.75,0.901304,0.901304,1.1077,-0.2641,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,302.0
1772783100,71069.75,70945.28,0.14022,-0.046077,0.2238,-1.0977,-1,0.5,SKIP,neutral,0.5,0.0,DOWN,,0.0,302.0
1772784000,70945.28,70937.28,0.275395,-0.675037,0.2254,-0.6991,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,301.0
1772784900,70937.28,70920.05,0.610182,-0.047087,-0.6874,-0.7665,-3,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,301.0
1772785800,70920.05,70794.76,0.307776,-0.103776,-0.7832,-0.7438,-4,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,300.0
1772786700,70794.76,70574.4,0.253793,-0.565797,-0.6345,-0.3063,-5,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,299.0
1772787600,70574.4,70410.77,0.171223,-0.73736,-0.4488,0.2787,-6,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,298.0
1772788500,70410.77,70548.57,0.213712,-0.656832,-0.7963,-0.155,-7,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,299.0
1772789400,70548.57,70562.89,0.967768,0.520098,-0.729,-0.0805,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,299.0
1772790300,70562.89,70686.46,0.608575,0.076178,-0.5033,-0.9026,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,299.0
1772791200,70686.46,70773.12,0.846825,0.645342,-1.1946,-0.9233,3,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,299.0
1772792100,70773.12,70560.0,0.820603,0.536827,-0.3167,-1.2771,4,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,299.0
1772793000,70560.0,70531.24,0.200396,-0.754033,-0.0207,0.5464,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,298.0
1772793900,70531.24,70560.0,0.458028,-0.186717,-1.4194,-1.2912,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,299.0
1772794800,70560.0,70553.58,0.726282,0.145135,0.7178,-0.4973,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,299.0
1772795700,70553.58,70384.44,0.62124,-0.091518,-1.6428,-2.6181,-1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,299.0
1772796600,70384.44,70211.49,0.082028,-0.59932,-0.016,0.866,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,298.0
1772797500,70211.49,69929.27,0.124608,-0.821303,1.6815,-0.1491,-3,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,297.0
1772798400,69929.27,70008.5,0.312957,-0.627783,4.9623,3.4139,-4,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,298.0
1772799300,70008.5,69753.6,0.3,0.291608,0.9952,0.6012,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,298.0
1772800200,69753.6,69935.93,0.149717,-0.725529,2.1001,1.7103,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,299.0
1772801100,69935.93,70000.94,0.663649,0.432092,1.9899,2.3975,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,299.0
1772802000,70000.94,70060.0,0.712951,0.47812,0.3715,-1.1488,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,299.0
1772802900,70060.0,70090.05,0.561901,0.150852,1.0716,1.6779,3,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,299.0
1772803800,70090.05,69226.86,0.584377,0.050634,3.2161,3.5762,4,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,299.0
1772804700,69226.86,68821.99,0.014657,-0.985343,5.1902,5.0373,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,298.0
1772805600,68821.99,68992.79,0.30905,-0.610783,4.2891,2.0255,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,299.0
1772806500,68992.79,68740.13,0.715297,0.451005,2.3249,0.2998,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,299.0
1772807400,68740.13,68397.59,0.486252,-0.363351,3.7258,1.8964,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,298.0
1772808300,68397.59,68621.96,0.317169,-0.465559,3.1405,1.849,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,299.0
1772809200,68621.96,68885.34,0.879796,0.641534,1.0237,-0.117,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,299.0
1772810100,68885.34,68750.83,0.690144,0.558742,1.058,0.4019,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,299.0
1772811000,68750.83,68499.99,0.137131,-0.318299,0.4045,0.1101,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,298.0
1772811900,68499.99,68340.54,0.429946,-0.536315,0.463,0.2914,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,297.0
1772812800,68340.54,68540.01,0.12868,-0.300147,-0.1491,0.5378,-3,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,298.0
1772813700,68540.01,68594.17,0.932254,0.563522,-0.3668,-0.4269,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,298.0
1772814600,68594.17,68443.78,0.752009,0.161763,-0.991,-0.6531,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,298.0
1772815500,68443.78,68399.88,0.286543,-0.38949,-0.6159,-0.388,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,297.0
1772816400,68399.88,68242.04,0.033648,-0.169009,-0.7001,-1.2005,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,296.0
1772817300,68242.04,67822.04,0.132442,-0.406783,-0.5264,-0.3784,-3,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,295.0
1772818200,67822.04,67948.83,0.168877,-0.731975,0.769,0.6604,-4,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,296.0
1772819100,67948.83,68323.54,0.570232,0.515323,-0.6373,-1.3151,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,296.0
1772820000,68323.54,68280.45,0.847073,0.82928,-0.7157,-0.0611,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,296.0
1772820900,68280.45,68437.75,0.161977,-0.229214,-0.8652,-1.7964,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,297.0
1772821800,68437.75,68164.94,0.816265,0.730575,-1.387,-1.4635,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,297.0
1772822700,68164.94,68428.07,0.094724,-0.794392,-1.1224,-0.5931,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,298.0
1772823600,68428.07,68208.95,0.964129,0.964129,-1.1013,-0.9946,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,298.0
1772824500,68208.95,68136.05,0.236329,-0.636015,-0.6827,-0.4099,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,297.0
1772825400,68136.05,68114.5,0.060093,-0.392189,-1.0188,-1.4989,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,296.0
1772826300,68114.5,68002.0,0.734927,-0.128137,-0.5471,-1.5466,-3,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,296.0
1772827200,68002.0,67816.37,0.120206,-0.355968,0.0601,-0.2785,-4,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,295.0
1772828100,67816.37,67977.33,0.168667,-0.491826,-0.169,0.2748,-5,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,296.0
1772829000,67977.33,68102.86,0.695314,0.579285,-0.8661,-0.5737,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,296.0
1772829900,68102.86,68144.3,0.649884,0.592318,-0.3761,-1.112,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,296.0
1772830800,68144.3,68010.94,0.699022,0.324384,-0.5736,-1.7845,3,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,296.0
1772831700,68010.94,68237.99,0.365008,-0.533803,0.1852,-0.4888,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,297.0
1772832600,68237.99,68284.83,0.971841,0.812402,-1.3618,-0.1572,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,297.0
1772833500,68284.83,68287.96,0.695312,0.298382,-1.1248,-1.303,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,297.0
1772834400,68287.96,68290.47,0.310954,0.028359,-1.9573,-1.6125,3,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,297.0
1772835300,68290.47,68371.31,0.329086,0.019037,-1.5974,-1.2646,4,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,297.0
1772836200,68371.31,68317.08,0.753419,0.414076,-1.3128,-0.5835,5,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,297.0
1772837100,68317.08,68324.79,0.111351,-0.37812,-1.6145,-1.1172,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,298.0
1772838000,68324.79,68345.8,0.680318,0.060604,-1.1628,-1.2069,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,298.0
1772838900,68345.8,68234.59,0.656773,0.308698,-1.5513,-1.9169,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,298.0
1772839800,68234.59,68108.24,0.387138,-0.612862,-1.2265,-0.3904,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,297.0
1772840700,68108.24,68211.67,0.103441,-0.876578,-1.6386,-0.8,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,298.0
1772841600,68211.67,68209.06,0.705994,0.653958,-1.2882,-0.5496,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,298.0
1772842500,68209.06,68287.99,0.676963,-0.017679,-0.9385,-0.6155,-1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,298.0
1772843400,68287.99,68277.44,0.467986,0.438695,-1.1504,-0.1073,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,298.0
1772844300,68277.44,68231.68,0.006902,-0.137388,-1.1183,-1.4817,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,297.0
1772845200,68231.68,68226.02,0.20124,-0.280926,-1.0251,-0.257,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,296.0
1772846100,68226.02,68268.02,0.60734,-0.063919,-0.7187,-1.1989,-3,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,296.0
1772847000,68268.02,68251.14,0.957385,0.432321,-0.7716,-1.0981,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,296.0
1772847900,68251.14,68233.98,0.044469,-0.204532,-0.5712,-1.3077,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,295.0
1772848800,68233.98,68099.82,0.268209,-0.184615,-0.2036,-0.9862,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,294.0
1772849700,68099.82,68154.04,0.052541,-0.77037,-0.2273,0.5596,-3,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,295.0
1772850600,68154.04,68340.0,0.739761,0.385523,-0.1373,0.0141,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,295.0
1772851500,68340.0,68509.32,0.878653,0.85997,0.2055,2.2223,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,295.0
1772852400,68509.32,68224.84,0.843882,0.745246,2.5478,2.2051,3,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,295.0
1772853300,68224.84,68168.53,0.009195,-0.990805,3.5154,3.2007,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,294.0
1772854200,68168.53,68090.87,0.000104,-0.588094,-0.3301,-0.9743,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,293.0
1772855100,68090.87,67944.0,0.001784,-0.629591,-0.5524,-0.3837,-3,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,292.0
1772856000,67944.0,68019.7,0.452021,-0.470873,1.9102,3.0284,-4,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,293.0
1772856900,68019.7,68134.01,0.654664,0.600412,-0.9175,-0.403,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,293.0
1772857800,68134.01,68054.01,0.924127,0.612069,-1.1636,0.4861,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,293.0
1772858700,68054.01,68010.23,0.0,-1.0,-1.7222,-1.1883,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,292.0
1772859600,68010.23,68014.44,0.276307,-0.237097,-0.355,0.4825,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,293.0
1772860500,68014.44,68077.82,0.768136,0.029087,1.23,-0.1412,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,293.0
1772861400,68077.82,68013.83,0.855927,0.411692,-0.7752,-0.0003,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,293.0
1772862300,68013.83,67955.62,0.264054,-0.475833,-0.9946,-0.275,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,292.0
1772863200,67955.62,67863.71,0.231265,-0.670082,-1.3402,-1.0732,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,291.0
1772864100,67863.71,67934.65,0.126793,-0.618881,-0.8874,-0.0494,-3,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,292.0
1772865000,67934.65,67684.0,0.989167,0.400248,-0.9773,0.3509,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,292.0
1772865900,67684.0,67624.02,0.308938,-0.653517,3.2127,3.5766,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,291.0
1772866800,67624.02,67727.75,0.720611,-0.209289,2.9699,1.461,-2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,291.0
1772867700,67727.75,67790.88,0.819774,0.660827,-0.9332,-0.3375,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,291.0
1772868600,67790.88,67840.82,1.0,0.480076,-0.3415,-0.6491,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,291.0
1772869500,67840.82,67867.77,0.79767,0.488841,-0.6009,-1.0123,3,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,291.0
1772870400,67867.77,67943.42,0.981775,0.244356,-0.4238,-0.8223,4,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,291.0
1772871300,67943.42,67896.85,0.453152,0.449468,-0.2703,-0.0286,5,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,291.0
1772872200,67896.85,67798.4,0.105924,-0.354118,-0.66,-0.4349,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,290.0
1772873100,67798.4,67969.72,0.393352,-0.462228,-0.7676,0.6198,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,291.0
1772874000,67969.72,67959.99,1.0,0.723816,-0.6226,0.8762,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,291.0
1772874900,67959.99,67967.09,0.223643,-0.067266,-0.8108,-0.3241,-1,0.5,SKIP,neutral,0.5,0.0,UP,,0.0,291.0
1772875800,67967.09,67996.86,0.309824,0.084443,-0.9035,-1.2159,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,291.0
1772876700,67996.86,68092.0,0.400997,0.400997,-0.8902,-1.2443,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,291.0
1772877600,68092.0,67972.35,0.919349,0.647519,-0.176,-0.22,3,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,291.0
1772878500,67972.35,67948.68,0.329711,-0.670233,-0.5108,0.2475,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,290.0
1772879400,67948.68,67887.16,0.423282,-0.238153,-0.6046,-0.882,-2,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,289.0
1772880300,67887.16,68192.9,0.130543,-0.529751,-0.5959,-0.599,-3,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,290.0
1772881200,68192.9,68149.8,0.985149,0.853498,0.2077,2.7203,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,290.0
1772882100,68149.8,68125.0,0.348519,-0.309204,0.0244,-0.3972,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,289.0
1772883000,68125.0,68010.31,0.635225,-0.230013,0.1926,-0.77,-2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,289.0
1772883900,68010.31,67998.65,0.04417,-0.95583,-0.5664,-0.5743,-3,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,288.0
1772884800,67998.65,68027.16,0.32,-0.088669,-0.491,-0.345,-4,0.5,SKIP,neutral,0.5,0.0,UP,,0.0,288.0
1772885700,68027.16,67938.17,0.484252,0.311789,0.09,-0.902,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,288.0
1772886600,67938.17,67990.0,0.1986,-0.733031,-0.1714,-0.3613,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,289.0
1772887500,67990.0,68038.8,0.734256,0.394204,1.4619,-0.1938,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,289.0
1772888400,68038.8,67992.36,0.794402,0.366174,0.698,-0.1906,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,289.0
1772889300,67992.36,67881.04,0.252294,-0.383897,1.5555,-0.4074,-1,0.55,UP,bearish_fade,0.55,1.0,DOWN,LOSS,-1.0,288.0
1772890200,67881.04,67922.4,0.126189,-0.575714,0.7962,0.7901,-2,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,289.0
1772891100,67922.4,67743.54,0.598462,0.441692,0.648,-0.8454,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,289.0
1772892000,67743.54,67806.75,0.440556,-0.559444,5.5343,2.8618,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,290.0
1772892900,67806.75,68015.11,0.820513,0.500237,1.1397,-0.2676,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,290.0
1772893800,68015.11,68015.89,0.760617,0.736749,0.7533,1.9516,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,290.0
1772894700,68015.89,67927.91,0.394206,0.007062,-0.7724,-0.5808,3,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,290.0
1772895600,67927.91,67964.44,0.110843,-0.849474,-0.2317,-0.7101,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,291.0
1772896500,67964.44,67829.99,0.777746,0.257254,0.5456,-0.1598,1,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,291.0
1772897400,67829.99,67874.75,0.177554,-0.538144,0.0333,1.3075,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,292.0
1772898300,67874.75,67882.94,0.681895,0.314591,-0.4739,-0.2271,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,292.0
1772899200,67882.94,67778.56,0.831473,0.080905,-1.0757,-0.7856,2,0.5,SKIP,bullish,0.5,0.0,DOWN,,0.0,292.0
1772900100,67778.56,67784.0,0.22919,-0.738817,0.5379,-0.1103,-1,0.55,UP,bearish_fade,0.55,1.0,UP,WIN,1.0,293.0
1772901000,67784.0,67788.26,0.611957,0.039092,-0.5759,-0.146,1,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,293.0
1772901900,67788.26,67838.23,0.36684,0.053999,-0.3702,-1.1547,2,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,293.0
1772902800,67838.23,67880.2,0.678178,0.611928,-0.9687,-1.0483,3,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,293.0
1772903700,67880.2,67883.75,0.540805,0.323743,-1.3465,-0.2415,4,0.5,SKIP,bullish,0.5,0.0,UP,,0.0,293.0
