ts,close,next_close,close_position,body_signed,volume_z,range_z,streak,p_up,side,confidence,stake,actual,result,pnl,equity
1775048400,68261.38,68255.7,0.412728,-0.56044,0.2614,0.3037,-4,0.322428,DOWN,0.677572,0.0,DOWN,,0.0,221.0
1775048700,68255.7,68405.67,0.826678,-0.034947,0.4052,0.0387,-5,0.794441,UP,0.794441,1.0,UP,WIN,1.0,222.0
1775049000,68405.67,68481.98,0.929067,0.929067,-0.4328,0.0023,1,0.883867,UP,0.883867,3.0,UP,WIN,3.0,225.0
1775049300,68481.98,68443.38,0.911824,0.903184,-0.4839,-0.7243,2,0.865069,UP,0.865069,3.0,DOWN,LOSS,-3.0,222.0
1775049600,68443.38,68530.79,0.502488,-0.436553,-0.6244,-0.688,-1,0.422925,DOWN,0.577075,0.0,UP,,0.0,222.0
1775049900,68530.79,68548.02,0.711298,0.584018,0.9343,-0.1301,1,0.828777,UP,0.828777,3.0,UP,WIN,3.0,225.0
1775050200,68548.02,68492.32,0.807879,0.081876,2.7019,0.3885,2,0.820683,UP,0.820683,3.0,DOWN,LOSS,-3.0,222.0
1775050500,68492.32,68079.83,0.191457,-0.261441,0.7934,0.3661,-1,0.186532,DOWN,0.813468,3.0,DOWN,WIN,3.0,225.0
1775050800,68079.83,67983.68,0.292858,-0.707142,3.6368,3.8485,-2,0.22004,DOWN,0.77996,1.0,DOWN,WIN,1.0,226.0
1775051100,67983.68,68103.18,0.376214,-0.432329,0.7874,0.1784,-3,0.295247,DOWN,0.704753,1.0,UP,LOSS,-1.0,225.0
1775051400,68103.18,68095.2,0.507503,0.372019,0.9227,0.8734,1,0.613673,UP,0.613673,0.0,DOWN,,0.0,225.0
1775051700,68095.2,68214.88,0.447906,-0.039218,0.3613,-0.09,-1,0.462493,DOWN,0.537507,0.0,UP,,0.0,225.0
1775052000,68214.88,68159.65,0.693413,0.48845,-0.2472,0.1838,1,0.730514,UP,0.730514,1.0,DOWN,LOSS,-1.0,224.0
1775052300,68159.65,68243.99,0.567731,-0.249469,0.6613,-0.0441,-1,0.503053,UP,0.503053,0.0,UP,,0.0,224.0
1775052600,68243.99,68277.31,0.974966,0.598114,-0.2129,-0.7192,1,0.877601,UP,0.877601,3.0,UP,WIN,3.0,227.0
1775052900,68277.31,68383.52,0.582969,0.238836,1.1068,-0.7114,2,0.632581,UP,0.632581,0.0,UP,,0.0,227.0
1775053200,68383.52,68501.01,0.606412,0.398238,1.6238,0.313,3,0.71826,UP,0.71826,1.0,UP,WIN,1.0,228.0
1775053500,68501.01,68284.43,0.986278,0.719738,0.454,-0.4516,4,0.918596,UP,0.918596,5.0,DOWN,LOSS,-5.0,223.0
1775053800,68284.43,68378.08,0.078889,-0.594494,0.9021,1.5186,-1,0.082327,DOWN,0.917673,5.0,UP,LOSS,-5.0,218.0
1775054100,68378.08,68375.36,0.507145,0.294136,1.5982,0.9679,1,0.603074,UP,0.603074,0.0,DOWN,,0.0,218.0
1775054400,68375.36,68535.86,0.871939,-0.01721,-0.3738,-0.5869,-1,0.756073,UP,0.756073,1.0,UP,WIN,1.0,219.0
1775054700,68535.86,68582.0,0.93734,0.696947,-0.6628,0.0851,1,0.844345,UP,0.844345,3.0,UP,WIN,3.0,222.0
1775055000,68582.0,68573.61,0.591823,0.252863,-0.1848,-0.3821,2,0.59802,UP,0.59802,0.0,DOWN,,0.0,222.0
1775055300,68573.61,68580.65,0.65857,-0.087096,-1.0121,-1.1843,-1,0.593253,UP,0.593253,0.0,UP,,0.0,222.0
1775055600,68580.65,68543.88,0.596888,0.053435,-1.2738,-0.8705,1,0.539727,UP,0.539727,0.0,DOWN,,0.0,222.0
1775055900,68543.88,68465.8,0.256625,-0.24484,-1.2896,-0.7363,-1,0.355251,DOWN,0.644749,0.0,DOWN,,0.0,222.0
1775056200,68465.8,68549.44,0.279102,-0.666837,0.3854,-1.0494,-2,0.190408,DOWN,0.809592,3.0,UP,LOSS,-3.0,219.0
1775056500,68549.44,68786.06,0.766599,0.434878,-0.4917,-0.2869,1,0.744798,UP,0.744798,1.0,UP,WIN,1.0,220.0
1775056800,68786.06,68729.59,0.997154,0.897989,-0.8558,0.3779,2,0.861298,UP,0.861298,3.0,DOWN,LOSS,-3.0,217.0
1775057100,68729.59,68736.04,0.308121,-0.245757,-0.4127,0.3259,-1,0.331012,DOWN,0.668988,0.0,UP,,0.0,217.0
1775057400,68736.04,68711.86,0.511188,0.035032,-1.1345,-0.3162,1,0.492692,DOWN,0.507308,0.0,DOWN,,0.0,217.0
1775057700,68711.86,68741.03,0.028564,-0.148535,-0.3603,-0.5557,-1,0.193732,DOWN,0.806268,3.0,UP,LOSS,-3.0,214.0
1775058000,68741.03,68768.39,0.651006,0.297927,-1.3397,-1.4849,1,0.6063,UP,0.6063,0.0,UP,,0.0,214.0
1775058300,68768.39,68875.85,0.283392,0.283288,-0.8502,-1.3466,2,0.392212,DOWN,0.607788,0.0,UP,,0.0,214.0
1775058600,68875.85,68901.73,0.628098,0.551388,-0.7843,0.1463,3,0.64721,UP,0.64721,0.0,UP,,0.0,214.0
1775058900,68901.73,68746.54,0.539969,0.311095,-0.1203,-1.4495,4,0.558983,UP,0.558983,0.0,DOWN,,0.0,214.0
1775059200,68746.54,68775.2,0.011724,-0.88751,-0.7623,-0.1253,-1,0.127179,DOWN,0.872821,3.0,UP,LOSS,-3.0,211.0
1775059500,68775.2,68655.51,0.790729,0.245104,-1.4278,-0.8698,1,0.65665,UP,0.65665,0.0,DOWN,,0.0,211.0
1775059800,68655.51,68731.68,0.160332,-0.705262,-1.5607,-0.1034,-1,0.27232,DOWN,0.72768,1.0,UP,LOSS,-1.0,210.0
1775060100,68731.68,68768.0,0.889074,0.488676,-0.9923,-0.1968,1,0.771319,UP,0.771319,1.0,UP,WIN,1.0,211.0
1775060400,68768.0,68850.0,0.575232,0.298463,-1.8449,-0.7816,2,0.533613,UP,0.533613,0.0,UP,,0.0,211.0
1775060700,68850.0,68726.25,0.619889,0.421204,-0.7693,0.7567,3,0.617128,UP,0.617128,0.0,DOWN,,0.0,211.0
1775061000,68726.25,68876.0,0.138976,-0.52691,0.547,1.6846,-1,0.135771,DOWN,0.864229,3.0,UP,LOSS,-3.0,208.0
1775061300,68876.0,68925.73,0.626892,0.565286,0.1417,2.1417,1,0.681987,UP,0.681987,0.0,UP,,0.0,208.0
